"�..tweet_id","text","time","date","user_id","user","symbol","hashtag_id","hashtag","tweet_symbol_id"
1187465805220311040,"Fannie and Freddie confusion: Is the net worth sweep really over? https://t.co/wTTTryReYG #PREMIUM #fanniemae $$ $$ https://t.co/wznPWJd7Dq","20:28:04","19-10-24",108021761,"valuewalk","",1.65470394025244e+38,"PREMIUM",1.39194317601231e+38
1187465805220311040,"Fannie and Freddie confusion: Is the net worth sweep really over? https://t.co/wTTTryReYG #PREMIUM #fanniemae $$ $$ https://t.co/wznPWJd7Dq","20:28:04","19-10-24",108021761,"valuewalk","",2.98008915013831e+37,"fanniemae",1.39194317601231e+38
1187191479099219968,"It is evident. #Modi &amp; #BJP are enemies of #FreeSpeech. If you simply comment on #Article370, expect some time in a jail cell. This is a violation of #India's constitutional protection of free speech. Clearly the constitution doesn't apply to #Kashmir.
https://t.co/gc9d3yQmbV","02:18:00","19-10-24",863527548,"steve_hanke","",3.09656999479281e+38,"Modi",3.32203520831926e+38
1187191479099219968,"It is evident. #Modi &amp; #BJP are enemies of #FreeSpeech. If you simply comment on #Article370, expect some time in a jail cell. This is a violation of #India's constitutional protection of free speech. Clearly the constitution doesn't apply to #Kashmir.
https://t.co/gc9d3yQmbV","02:18:00","19-10-24",863527548,"steve_hanke","",4.33849433829647e+37,"BJP",3.32203520831926e+38
1187191479099219968,"It is evident. #Modi &amp; #BJP are enemies of #FreeSpeech. If you simply comment on #Article370, expect some time in a jail cell. This is a violation of #India's constitutional protection of free speech. Clearly the constitution doesn't apply to #Kashmir.
https://t.co/gc9d3yQmbV","02:18:00","19-10-24",863527548,"steve_hanke","",1.72827186592493e+38,"FreeSpeech",3.32203520831926e+38
1187191479099219968,"It is evident. #Modi &amp; #BJP are enemies of #FreeSpeech. If you simply comment on #Article370, expect some time in a jail cell. This is a violation of #India's constitutional protection of free speech. Clearly the constitution doesn't apply to #Kashmir.
https://t.co/gc9d3yQmbV","02:18:00","19-10-24",863527548,"steve_hanke","",1.01569503047684e+38,"Article370",3.32203520831926e+38
1187191479099219968,"It is evident. #Modi &amp; #BJP are enemies of #FreeSpeech. If you simply comment on #Article370, expect some time in a jail cell. This is a violation of #India's constitutional protection of free speech. Clearly the constitution doesn't apply to #Kashmir.
https://t.co/gc9d3yQmbV","02:18:00","19-10-24",863527548,"steve_hanke","",1.66412482558944e+38,"India",3.32203520831926e+38
1187191479099219968,"It is evident. #Modi &amp; #BJP are enemies of #FreeSpeech. If you simply comment on #Article370, expect some time in a jail cell. This is a violation of #India's constitutional protection of free speech. Clearly the constitution doesn't apply to #Kashmir.
https://t.co/gc9d3yQmbV","02:18:00","19-10-24",863527548,"steve_hanke","",2.00687775320339e+38,"Kashmir",3.32203520831926e+38
1187460395184705536,"$AMZN goes down any harder will have to start claiming I was short. #fintwit","20:06:34","19-10-24",286654612,"mark_dow","AMZN",3.300512940505e+38,"fintwit",1.85709317991949e+38
1187460395184705536,"$AMZN goes down any harder will have to start claiming I was short. #fintwit","20:06:34","19-10-24",286654612,"mark_dow","I",3.300512940505e+38,"fintwit",2.61340331333362e+38
1187187642523377664,"RT @BertelSchmitt: This light tunnel usually is where finished cars go through final inspection. For this #potemkin-production-pic, they li…","02:02:45","19-10-24",2803822165,"DonutShorts","",7.01220365062107e+37,"potemkin",2.65249782125834e+38
1187339160497119232,"#Draghi in one chart (part II) #ECB https://t.co/j64gf1zFKH","12:04:50","19-10-24",51689310,"jsblokland","",2.75117566113529e+38,"Draghi",2.7976681171399e+38
1187339160497119232,"#Draghi in one chart (part II) #ECB https://t.co/j64gf1zFKH","12:04:50","19-10-24",51689310,"jsblokland","",3.32286546704779e+38,"ECB",2.7976681171399e+38
1187455972253618176,"Ex-Deutsche Bank traders avoid prison time - Judge says prosecutors were trying to hold #LIBOR traders responsible for behavior throughout the financial industry. 
https://t.co/QjMFU6ORWK","19:49:00","19-10-24",126717954,"NicTrades","",3.60819426734024e+36,"LIBOR",2.15617707672298e+38
1187338903642103808,"#Draghi in one chart! #ECB https://t.co/i85fiWAuJ5","12:03:48","19-10-24",51689310,"jsblokland","",2.75117566113529e+38,"Draghi",1.66872691744859e+38
1187338903642103808,"#Draghi in one chart! #ECB https://t.co/i85fiWAuJ5","12:03:48","19-10-24",51689310,"jsblokland","",3.32286546704779e+38,"ECB",1.66872691744859e+38
1187203898894929920,"@RampCapitalLLC #burn","03:07:21","19-10-24",41516710,"EddyElfenbein","",2.25334192907247e+38,"burn",6.94126420129156e+37
1187312554298806272,"#Germany’s manufacturing slump is taking a harsher toll on the jobs market. PMI rose marginally in Oct, but still signals slump has extended into Q4. Factories remain the weak spot, w/employment in industry falling the most in almost 10yrs. https://t.co/B7UoIAUb17 https://t.co/5gLCW1d5QX","10:19:06","19-10-24",40129171,"Schuldensuehner","",2.88027277195631e+38,"Germany",7.37976139046835e+37
1187242288289697792,"With near-term policy path set out in Sept by Governing Council, #Draghi's last press conference is likely to focus on what's needed to build on his achievements,with emphasis on long-delayed policy hand-offs
As background: @FT charts and my @bopinion post
https://t.co/YbRmgBFoIb https://t.co/lXzy5GyJdw","05:39:54","19-10-24",332617373,"elerianm","FT",2.75117566113529e+38,"Draghi",2.29087021517773e+38
1187174154358919168,"During what is now a customary “anti jet lag” walk immediately on a arrival if possible (and, in this particular case, it’s a 12 hour time difference), it’s hard not to notice #Singapore’s diversity of everything —  including cultures, buildings, languages and food.   #travel https://t.co/OdtTcALRrF","01:09:09","19-10-24",332617373,"elerianm","",9.24555942582726e+37,"Singapore",2.4767856661603e+38
1187174154358919168,"During what is now a customary “anti jet lag” walk immediately on a arrival if possible (and, in this particular case, it’s a 12 hour time difference), it’s hard not to notice #Singapore’s diversity of everything —  including cultures, buildings, languages and food.   #travel https://t.co/OdtTcALRrF","01:09:09","19-10-24",332617373,"elerianm","",1.39768445570381e+38,"travel",2.4767856661603e+38
1187197460403412992,"Great start for our @Sixers #PhilaUnite","02:41:46","19-10-24",1469603575,"QTRResearch","",3.22579657187802e+37,"PhilaUnite",1.50252371032794e+38
1187166827778056192,"Autonomous cleaning in what already is one of the cleanest, if not the cleanest, cities in the world.   #singapore https://t.co/KFg68L2ujf","00:40:02","19-10-24",332617373,"elerianm","",2.80599504841769e+38,"singapore",2.24807503469959e+38
1187411282841853952,"@PsychedelicBart You're gonna want to know where #bitcoin goes next. You can find out here: https://t.co/VodRf1mbd2","16:51:25","19-10-24",286654612,"mark_dow","",2.72964852428226e+38,"bitcoin",7.05060283004149e+37
1187272249532919808,"Time for some good news: #France’s econ growth recovers as its services sector strengthens. PMI rose to 52.6 in Oct from 50.8 prev mth, beating est for 51.0. Services rebounded &amp; manufacturing index climbed to just above stagnation after shrinking in Sep.  https://t.co/NDr9UmHf5A https://t.co/7ydoaoXOhm","07:38:57","19-10-24",40129171,"Schuldensuehner","",4.0377972580221e+36,"France",2.38342950297455e+38
1187331559608602624,"RT @mark_dow: These were definitely the most insanely delusional #bitcoin tweets during the most insanely delusional period for it. 

You a…","11:34:38","19-10-24",286654612,"mark_dow","",2.72964852428226e+38,"bitcoin",1.21971294880145e+38
1187257143835156480,"Uh-oh! #Japan's Manufacturing AND Non-Manufacturing #PMIs declined in October. https://t.co/tJ7u2DOmvF","06:38:55","19-10-24",51689310,"jsblokland","",1.11185081072714e+38,"Japan",4.12948307493854e+37
1187257143835156480,"Uh-oh! #Japan's Manufacturing AND Non-Manufacturing #PMIs declined in October. https://t.co/tJ7u2DOmvF","06:38:55","19-10-24",51689310,"jsblokland","",1.48539145652037e+38,"PMIs",4.12948307493854e+37
1187393510451884032,"Love the Girardi hire. It’ll be nice to have an actual manager next year. #Phillies","15:40:48","19-10-24",1469603575,"QTRResearch","",2.11000171410168e+37,"Phillies",2.95290766467405e+38
1187402390460190720,"BlackRock At Sohn SF: How to choose ESG investments https://t.co/JePBWZ4Flf #PREMIUM #ESGinvesting $$ $$ https://t.co/qUdRVf3idl","16:16:05","19-10-24",108021761,"valuewalk","SF",1.65470394025244e+38,"PREMIUM",7.40546689388921e+37
1187402390460190720,"BlackRock At Sohn SF: How to choose ESG investments https://t.co/JePBWZ4Flf #PREMIUM #ESGinvesting $$ $$ https://t.co/qUdRVf3idl","16:16:05","19-10-24",108021761,"valuewalk","SF",1.46192369250993e+38,"ESGinvesting",7.40546689388921e+37
1187398234731241472,"Carlson Capital explains why the T-Mobile-Sprint merger may not happen https://t.co/bBcfysQJFk #PREMIUM #CarlsonCapital $$ $$ https://t.co/mYDi7CiGBq","15:59:34","19-10-24",108021761,"valuewalk","",1.65470394025244e+38,"PREMIUM",2.9151796584127e+38
1187398234731241472,"Carlson Capital explains why the T-Mobile-Sprint merger may not happen https://t.co/bBcfysQJFk #PREMIUM #CarlsonCapital $$ $$ https://t.co/mYDi7CiGBq","15:59:34","19-10-24",108021761,"valuewalk","",3.36612003469018e+38,"CarlsonCapital",2.9151796584127e+38
1187351518552514560,"Can't wait to have @KatharinaPistor on #WDYM today to talk about Libra","12:53:56","19-10-24",14096763,"TheStalwart","",3.20240469591982e+38,"WDYM",1.14901648149319e+38
1187405153206505472,"RT @BloombergLive: How does a legacy brand like @TiffanyAndCo plan to greet the future of retail? At #TYALuxury, @BloombergTV Co-Anchor @ca…","16:27:04","19-10-24",34713362,"business","",1.75731813143273e+38,"TYALuxury",7.15303669136922e+37
1187351468661194752,"Uyghur Muslims sleep on the street after the #Chinese government evicted them from their homes. Communism at work. https://t.co/WeqSJLHjjq","12:53:44","19-10-24",863527548,"steve_hanke","",7.86221081817075e+37,"Chinese",6.97329913724219e+37
1187158947729297408,"@Trinhnomics I want to take that train. #BucketList","00:08:44","19-10-24",286654612,"mark_dow","I",1.80963040174547e+38,"BucketList",3.13556646598249e+38
